url,venue_name,phone,venue_highlights,guest_capacity,address
https://www.wedding-spot.com/venue/1903/the-regency-weddings-and-conference-center/,The Regency Weddings and Conference Center,,"Indoor and outdoor spaces, Rentals included, Valet parking",350,140 State Route 23
https://www.wedding-spot.com/venue/15232/the-lambertville-house/,The Lambertville House,,Indoor and outdoor spaces,120,32 Bridge Street
https://www.wedding-spot.com/venue/1959/casa-bianca/,Casa Bianca,973-697-9704,"Indoor and outdoor spaces, Rentals included, Valet parking",250,5266 Berkshire Valley Road
https://www.wedding-spot.com/venue/1313/stone-house-at-stirling-ridge/,Stone House at Stirling Ridge,866-683-3586,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",325,50 Stirling Road
https://www.wedding-spot.com/venue/988/highlawn-pavilion/,Highlawn Pavilion,,"2x award winner, Indoor and outdoor spaces, Upgraded rentals included",200,1 Crest Drive
https://www.wedding-spot.com/venue/14855/weddings-at-union/,Weddings at Union,973-264-9452,"BYO, Upgraded rentals included, Valet parking",500,176 Cooper Avenue
https://www.wedding-spot.com/venue/1890/liberty-house/,Liberty House,866-683-3586,"Award winner, Indoor and outdoor spaces, Rentals included",325,76 Audrey Zapp Drive
https://www.wedding-spot.com/venue/1570/the-wilshire-caterers/,The Wilshire Caterers,862-252-8516,"3x award winner, Accommodation offered, Indoor and outdoor spaces",450,350 Pleasant Valley Way
https://www.wedding-spot.com/venue/3168/smoke-rise-village-inn/,Smoke Rise Village Inn,973-838-7770,"Indoor and outdoor spaces, Rentals included, Valet parking",200,9 Perimeter Road
https://www.wedding-spot.com/venue/1217/the-james-ward-mansion/,The James Ward Mansion,,"BYO, Valet parking",165,169 E Broad St
https://www.wedding-spot.com/venue/1429/chart-house-weehawken/,Chart House Weehawken,201-348-6401,"Award winner, Indoor and outdoor spaces, Rentals included",250,1700 Harbor Boulevard
https://www.wedding-spot.com/venue/9802/camp-saginaw/,Camp Saginaw,856-428-6256,"Indoor and outdoor spaces, BYO",400,740 Saginaw Road
https://www.wedding-spot.com/venue/9806/tarallucci-e-vino-union-square/,Tarallucci E Vino- Union Square,212-228-5400,,150,15 East 18th Street
https://www.wedding-spot.com/venue/3471/townsend-room/,Townsend Room,215-676-3596,"Rentals included, Valet parking",280,12273 Townsend Road
https://www.wedding-spot.com/venue/274/renaissance-event-hall/,Renaissance Event Hall,718-274-4590,"Indoor and outdoor spaces, Valet parking",360,27-34 21st Street
https://www.wedding-spot.com/venue/2252/cnvs-event-venue-midtown-nyc/,CNVS Event Venue Midtown NYC,347-783-6915,"Rentals included, Valet parking",380,635 West 42nd Street
https://www.wedding-spot.com/venue/4227/quality-inn-and-suites-west-chester/,Quality Inn and Suites West Chester,610-692-9273,"Rehearsal dinner and bridal shower, Accommodation offered, Rentals included",250,943 South High Street
https://www.wedding-spot.com/venue/3287/suite-116/,Suite 116,718-832-6603,"BYO, Valet parking",100,114 West 116th Street
https://www.wedding-spot.com/venue/3469/southhampton-room/,Southhampton Room,215-676-3596,"Rentals included, Valet parking",300,2980 Southampton Road
https://www.wedding-spot.com/venue/246/irondale-center/,Irondale Center,718-488-9233,"BYO, Valet parking",300,85 South Oxford Street
https://www.wedding-spot.com/venue/3478/santerian-hall-at-holy-trinity-armenian-church/,Santerian Hall at Holy Trinity Armenian Church,215-663-1600,"BYO, Valet parking",325,101 Ashmead Road
https://www.wedding-spot.com/venue/9305/marte-hall/,Marte Hall,929-383-0898,"BYO, Valet parking",100,81 Seigel Street
https://www.wedding-spot.com/venue/12594/hotel-on-rivington/,Hotel On Rivington,212-475-2600,"Indoor and outdoor spaces, Valet parking",70,107 Rivington Street
https://www.wedding-spot.com/venue/1785/studio-arte/,Studio Arte,646-558-5860,"BYO, Valet parking",150,265 West 37th Street
https://www.wedding-spot.com/venue/900/pyramid-club/,Pyramid Club,215-979-3128,"Rentals included, Valet parking",150,1735 Market Street
https://www.wedding-spot.com/venue/3933/hibachi-japanese-steakhouse-sushi-bar-at-pier-19-ballroom/,Hibachi Japanese Steakhouse & Sushi Bar at Pier 19 Ballroom,267-290-6158,"Upgraded rentals included, Rentals included, Valet parking",220,"Penns Landing, Pier 19"
https://www.wedding-spot.com/venue/11664/ralph-h-hall-post-5561/,Ralph H. Hall Post 5561,201-343-9693,"BYO, Valet parking",250,241 West Shore Avenue
https://www.wedding-spot.com/venue/13194/homewood-suites-by-hilton/,Homewood Suites By Hilton,201-460-9030 ext. 103,"Rentals included, Valet parking",150,125 Route 17 South
https://www.wedding-spot.com/venue/6533/hilton-garden-inn-rockaway/,Hilton Garden Inn Rockaway,973-328-2507,"Upgraded rentals included, Rentals included, Valet parking",250,375 Mt Hope Avenue
https://www.wedding-spot.com/venue/7216/nautical-holidays-atlantica/,Nautical Holidays: Atlantica,203-637-0270,"Indoor and outdoor spaces, Valet parking",200,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/7226/nautical-holidays-mariner-iii/,Nautical Holidays: Mariner III,203-637-0270,"Indoor and outdoor spaces, Valet parking",80,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/6810/park-ridge-marriott/,Park Ridge Marriott,201-307-4884,"Indoor and outdoor spaces, Rentals included, Valet parking",1100,300 Brae Boulevard
https://www.wedding-spot.com/venue/13677/forest-road-park-building/,Forest Road Park Building,908-370-7092,Valet parking,120,Forest Road Park
https://www.wedding-spot.com/venue/12798/the-columbia-inn/,The Columbia Inn,973-263-1300,Valet parking,80,29 Main Road
https://www.wedding-spot.com/venue/14680/the-robert-treat-hotel/,The Robert Treat Hotel,973-622-1000,Valet parking,1200,50 Park Place
https://www.wedding-spot.com/venue/698/garden-vista-ballroom/,Garden Vista Ballroom,973-777-6655,"BYO, Valet parking",200,29-31 Howe Avenue
https://www.wedding-spot.com/venue/1233/kenilworth-inn/,Kenilworth Inn,908-445-5233,"Indoor and outdoor spaces, Rentals included, Valet parking",200,60 South 31st Street
https://www.wedding-spot.com/venue/7217/nautical-holidays-aqua-azul/,Nautical Holidays: Aqua Azul,203-637-0270,"Indoor and outdoor spaces, Rentals included, Valet parking",240,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/3099/hawk-pointe-golf-club/,Hawk Pointe Golf Club,908-689-1870 ext. 13,"Indoor and outdoor spaces, Valet parking",220,4 Clubhouse Drive
https://www.wedding-spot.com/venue/2181/doubletree-by-hilton-somerset-hotel-and-conference-center/,DoubleTree by Hilton Somerset Hotel and Conference Center,732-868-9155 ext. 506,"Indoor and outdoor spaces, Valet parking",550,101 Pierce Street
https://www.wedding-spot.com/venue/7224/nautical-holidays-eastern-star/,Nautical Holidays: Eastern Star,203-637-0270,"Indoor and outdoor spaces, Valet parking",65,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/7207/nautical-holidays-majestic-princess/,Nautical Holidays: Majestic Princess,203-637-0270,"Indoor and outdoor spaces, Valet parking",80,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/6506/newark-museum/,Newark Museum,,"Indoor and outdoor spaces, BYO, Upgraded rentals included",220,49 Washington Street
https://www.wedding-spot.com/venue/1020/panther-valley-golf-country-club/,Panther Valley Golf & Country Club,908-850-0800,"Indoor and outdoor spaces, Rentals included, Valet parking",165,1 Forest Drive
https://www.wedding-spot.com/venue/11811/cathedral-hall-weddings/,Cathedral Hall Weddings,,"BYO, Valet parking",500,380 Montgomery Street
https://www.wedding-spot.com/venue/13173/sanzaris-new-bridge-inn/,Sanzari's New Bridge Inn,201-692-7700,"Rentals included, Valet parking",100,105 Old New Bridge Road
https://www.wedding-spot.com/venue/5560/doubletree-by-hilton-fairfield-hotel-suites/,DoubleTree by Hilton Fairfield Hotel & Suites,973-287-1006,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",250,690 US-46
https://www.wedding-spot.com/venue/12617/south-orange-performing-arts-center/,South Orange Performing Arts Center,973-382-1024,Valet parking,450,1 SOPAC Way
https://www.wedding-spot.com/venue/4759/ria-mar-restaurant-bar/,Ria-Mar Restaurant & Bar,732-257-1100,"Rentals included, Valet parking",120,25 Whitehead Avenue
https://www.wedding-spot.com/venue/9820/18-label-studios/,18 Label Studios,973-744-7382,BYO,375,18 Label Street
https://www.wedding-spot.com/venue/13678/lagrande-park-pavilion/,LaGrande Park Pavilion,908-370-7092,Valet parking,60,170 La Grande Aveue
https://www.wedding-spot.com/venue/7225/nautical-holidays-atlantis/,Nautical Holidays: Atlantis,203-637-0270,"Indoor and outdoor spaces, Rentals included, Valet parking",150,1500 Harbor Boulevard
https://www.wedding-spot.com/venue/9156/mount-eden-retreat/,Mount Eden Retreat,973-998-1749,"Indoor and outdoor spaces, BYO, Valet parking",150,56 Mill Pond Road
https://www.wedding-spot.com/venue/682/preakness-hills-country-club/,Preakness Hills Country Club,973-694-2200,"Award winner, Indoor and outdoor spaces, Upgraded rentals included",280,1050 Ratzer Road
https://www.wedding-spot.com/venue/1032/stem-building/,STEM Building,908-737-4730,"BYO, Valet parking",200,1075 Morris Avenue
https://www.wedding-spot.com/venue/2152/stanton-ridge-country-club/,Stanton Ridge Country Club,908-534-1234 ext. 319,"Indoor and outdoor spaces, Rentals included, Valet parking",150,25 Clubhouse Drive
https://www.wedding-spot.com/venue/929/farmstead-golf-and-country-club/,Farmstead Golf and Country Club,973-383-1666 ext. 102,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",180,88 Germany Flats Road
https://www.wedding-spot.com/venue/4758/fiesta-banquets/,Fiesta Banquets,201-939-5409,"Upgraded rentals included, Rentals included, Valet parking",400,255 NJ-17
https://www.wedding-spot.com/venue/9744/white-meadow-lake-country-club/,White Meadow Lake Country Club,973-627-5300,Indoor and outdoor spaces,220,00 White Meadow Road
https://www.wedding-spot.com/venue/14467/montclair-wedding-sanctuary/,Montclair Wedding Sanctuary,973-264-9452,"Indoor and outdoor spaces, Valet parking",750,40 South Fullerton Avenue
https://www.wedding-spot.com/venue/3971/marriott-saddle-brook/,Marriott Saddle Brook,,"Accommodation offered, Upgraded rentals included, Rentals included",450,138 New Pehle Avenue
https://www.wedding-spot.com/venue/676/newark-liberty-international-airport-marriott/,Newark Liberty International Airport Marriott,973-504-6184,"Rentals included, Valet parking",600,1 Hotel Road
https://www.wedding-spot.com/venue/12641/doubletree-by-hilton-newark-airport/,DoubleTree by Hilton Newark Airport,973-690-5500,Valet parking,500,128 Frontage Road
https://www.wedding-spot.com/venue/13596/breezy-hill-inn/,Breezy Hill Inn,845-254-5615,"Indoor and outdoor spaces, BYO, Upgraded rentals included",20,835 Breezy Hill Road
https://www.wedding-spot.com/venue/13210/wingate-barn/,Wingate Barn,585-738-6372,"Indoor and outdoor spaces, BYO, Valet parking",200,6679 Big Tree Road
https://www.wedding-spot.com/venue/11569/peaceful-pines-b-b/,Peaceful Pines B&B,315-382-4034,BYO,250,6125 Briggs Road
https://www.wedding-spot.com/venue/9621/depe-dene-resort/,Depe Dene Resort,518-668-2788,BYO,300,3494 Lake Shore Drive
https://www.wedding-spot.com/venue/9999/the-fern-lodge/,The Fern Lodge,518-494-7238,Indoor and outdoor spaces,20,46 Fiddlehead Bay Road
https://www.wedding-spot.com/venue/15058/hasbrouck-house-ny/,Hasbrouck House (NY),845-687-0736,"Indoor and outdoor spaces, Rentals included, Valet parking",150,3805 US-209
https://www.wedding-spot.com/venue/5155/buffalo-niagara-heritage-village/,Buffalo Niagara Heritage Village,716-689-1440,"Indoor and outdoor spaces, BYO, Valet parking",200,3755 Tonawanda Creek Road
https://www.wedding-spot.com/venue/659/whitby-castle/,Whitby Castle,,"Award winner, Indoor and outdoor spaces, Rentals included",220,330 Boston Post Road
https://www.wedding-spot.com/venue/1329/the-inns-of-aurora/,The Inns of Aurora,315-364-8892,"Indoor and outdoor spaces, Valet parking",200,391 Main Street
https://www.wedding-spot.com/venue/13567/bayside-historical-society/,Bayside Historical Society,718-352-1548,"Indoor and outdoor spaces, BYO, Valet parking",150,208 Totten Avenue
https://www.wedding-spot.com/venue/15234/treleaven-wines/,Treleaven Wines,,,130,658 Lake Road
https://www.wedding-spot.com/venue/9992/the-powelton-club/,The Powelton Club,845-561-4481 ext. 10,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Rentals included",120,29 Balmville Road
https://www.wedding-spot.com/venue/9690/barcelona-lakeside/,Barcelona Lakeside,716-326-3756,BYO,25,8223 East Lake Road
https://www.wedding-spot.com/venue/1936/rustic-orchard-barn/,Rustic Orchard Barn,518-929-7801,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,Private Estate
https://www.wedding-spot.com/venue/283/trump-national-golf-club-new-york/,Trump National Golf Club New York,,"Rentals included, Valet parking",500,339 Pine Road
https://www.wedding-spot.com/venue/1816/queens-zoo/,Queens Zoo,718-741-3836,"BYO, Valet parking",200,53-51 111th Street
https://www.wedding-spot.com/venue/15120/marina-del-rey/,Marina Del Rey,718-931-6500,"Indoor and outdoor spaces, Rentals included, Valet parking",700,1 Marina Dr.
https://www.wedding-spot.com/venue/13695/country-suite-bed-breakfast/,Country Suite Bed & Breakfast,518-734-4079,"Indoor and outdoor spaces, BYO, Valet parking",500,11365 NY-23
https://www.wedding-spot.com/venue/2530/the-1850-house-inn-tavern/,The 1850 House Inn & Tavern,845-658-7800,Valet parking,100,435 Main Stree
https://www.wedding-spot.com/venue/13619/the-chapel-restoration/,The Chapel Restoration,914-772-2575,Valet parking,100,45 Market Street
https://www.wedding-spot.com/venue/13292/hurd-orchards/,Hurd Orchards,585-978-4491,"Indoor and outdoor spaces, BYO, Valet parking",150,17260 West Ridge Road
https://www.wedding-spot.com/venue/9252/mirbeau-inn-spa/,Mirbeau Inn & Spa,315-217-4137,"Rentals included, Valet parking",80,851 West Genesee Street Road
https://www.wedding-spot.com/venue/9366/sherwood-inn/,Sherwood Inn,315-685-8981 ext. 225,"Indoor and outdoor spaces, Valet parking",180,26 West Genesee Street
https://www.wedding-spot.com/venue/9212/the-waterfall-mountain-houses/,The Waterfall & Mountain Houses,516-984-1343,"BYO, Valet parking",150,59 Burnett Road
https://www.wedding-spot.com/venue/5538/mansion-on-delaware-avenue/,Mansion on Delaware Avenue,716-886-3300 ext. 572,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, Upgraded rentals included",168,414 Delaware Avenue
https://www.wedding-spot.com/venue/9319/the-arkell-museum/,The Arkell Museum,518-673-2314,"Indoor and outdoor spaces, BYO, Valet parking",160,2 Erie Boulevard
https://www.wedding-spot.com/venue/9357/clayton-opera-house/,Clayton Opera House,315-686-6025,BYO,350,403 Riverside Drive
https://www.wedding-spot.com/venue/9968/bridgehampton-tennis-surf-club/,Bridgehampton Tennis & Surf Club,212-883-0606,"Indoor and outdoor spaces, Upgraded rentals included",240,231 Mid Ocean Drive
https://www.wedding-spot.com/venue/18200/blue-pearl/,Blue Pearl,718-727-0303,Valet parking,160,37 Navy Pier Ct.
https://www.wedding-spot.com/venue/1702/the-historic-thayer-hotel-at-west-point/,The Historic Thayer Hotel at West Point,845-446-4731 ext. 7955,"Indoor and outdoor spaces, Rentals included, Valet parking",220,674 Thayer Road
https://www.wedding-spot.com/venue/18199/the-otesaga-resort-hotel/,The Otesaga Resort Hotel,518-832-3197,"Indoor and outdoor spaces, Upgraded rentals included, Rentals included",300,60 Lake Street
https://www.wedding-spot.com/venue/14106/altamura-center-for-the-arts/,Altamura Center For The Arts,201-863-8724,"Indoor and outdoor spaces, BYO, Valet parking",150,404 Winter Clove Road
https://www.wedding-spot.com/venue/1847/greek-peak-mountain-resort/,Greek Peak Mountain Resort,844-846-9575,"Indoor and outdoor spaces, Rentals included",280,2000 New York 392
https://www.wedding-spot.com/venue/9249/woodcliff-hotel-spa/,Woodcliff Hotel & Spa,,"Rehearsal dinner and bridal shower, Accommodation offered, Indoor and outdoor spaces",400,199 Woodcliff Drive
https://www.wedding-spot.com/venue/3073/kolo-klub/,Kolo Klub,,"Upgraded rentals included, Valet parking",130,1422 Grand Street
https://www.wedding-spot.com/venue/1218/montclair-art-museum/,Montclair Art Museum,973-259-5112,"Indoor and outdoor spaces, BYO, Valet parking",200,3 South Mountain Avenue
https://www.wedding-spot.com/venue/12773/view-arts-center/,View Arts Center,315-369-6411,"Indoor and outdoor spaces, Valet parking",240,3273 NY-28
https://www.wedding-spot.com/venue/2825/the-golf-club-at-blue-heron-hills/,The Golf Club at Blue Heron Hills,315-986-5888,"Indoor and outdoor spaces, Valet parking",250,1 Country Club Drive
https://www.wedding-spot.com/venue/13560/hyde-hall-historic-mansion/,Hyde Hall Historic Mansion,,"BYO, Valet parking",200,267 Glimmerglass State Park
https://www.wedding-spot.com/venue/13226/the-mansion-of-saratoga/,The Mansion of Saratoga,518-885-1607,"Indoor and outdoor spaces, Rentals included, Valet parking",150,801 Route 29
https://www.wedding-spot.com/venue/5153/palace-theatre/,Palace Theatre,518-465-3335 ext. 109,"BYO, Valet parking",250,19 Clinton Ave
https://www.wedding-spot.com/venue/6214/chic-design-events/,Chic Design Events,914-236-4505,"Indoor and outdoor spaces, Upgraded rentals included, Valet parking",70,525 North Barry Avenue
https://www.wedding-spot.com/venue/13835/genesee-valley-club/,Genesee Valley Club,585-271-1010 ext. 161,"Indoor and outdoor spaces, Valet parking",400,421 East Avenue
https://www.wedding-spot.com/venue/11624/4-h-camp-bristol-hills/,4-H Camp Bristol Hills,585-394-3977 ext. 407,"Indoor and outdoor spaces, Valet parking",225,480 North Main Street
https://www.wedding-spot.com/venue/13795/the-atrium-at-richs/,The Atrium at Rich's,716-878-8693,"Rentals included, Valet parking",350,1 Robert Rich Way
https://www.wedding-spot.com/venue/1610/chateau-briand/,Chateau Briand,516-334-6125,"Award winner, Indoor and outdoor spaces, Rentals included",420,440 Old Country Road
https://www.wedding-spot.com/venue/13601/niagara-crossing-hotel-spa/,Niagara Crossing Hotel & Spa,716-754-9070,"Indoor and outdoor spaces, Rentals included, Valet parking",200,100 Center Street
https://www.wedding-spot.com/venue/11660/rochester-wedding-barn-event-venue/,Rochester Wedding Barn & Event Venue,585-509-3939,"Indoor and outdoor spaces, BYO, Valet parking",150,7272 West Henrietta Road
https://www.wedding-spot.com/venue/5534/white-eagle-banquet-conference-center/,White Eagle Banquet & Conference Center,315-824-2002,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2910 Lake Moraine Road
https://www.wedding-spot.com/venue/5561/harness-racing-museum-hall-of-fame/,Harness Racing Museum & Hall of Fame,845-294-6330,"Rehearsal dinner and bridal shower, Indoor and outdoor spaces, BYO",200,240 Main Street
https://www.wedding-spot.com/venue/272/hayloft-on-the-arch/,Hayloft on the Arch,315-761-7695,"Indoor and outdoor spaces, Valet parking",300,5742 Norton Road
https://www.wedding-spot.com/venue/13637/r-r-dude-ranch-bed-breakfast/,R&R Dude Ranch  Bed & Breakfast,716-257-5663,"Indoor and outdoor spaces, BYO, Valet parking",400,8940 Lange Road
https://www.wedding-spot.com/venue/11082/acqua-banquets/,Acqua Banquets,716-874-5400,"Indoor and outdoor spaces, Upgraded rentals included",300,2192 Niagara Street
https://www.wedding-spot.com/venue/11794/the-treman-center/,The Treman Center,607-351-8827,"Indoor and outdoor spaces, BYO",150,95 Hines Road
https://www.wedding-spot.com/venue/13796/the-rapids-theatre/,The Rapids Theatre,716-205-8925 ext. 203,Valet parking,250,1711 Main Street
https://www.wedding-spot.com/venue/9211/the-coddington-guest-house/,The Coddington Guest House,607-275-0021,"Indoor and outdoor spaces, BYO, Valet parking",50,130 Coddington Road
https://www.wedding-spot.com/venue/17303/the-kartrite-hotel-indoor-waterpark/,The Kartrite Hotel & Indoor Waterpark,,BYO,500,555 Resorts World Drive
https://www.wedding-spot.com/venue/11591/the-rhinecliff/,The Rhinecliff,845-876-0590 ext. 0,"Indoor and outdoor spaces, Rentals included, Valet parking",120,4 Grinnell Street
https://www.wedding-spot.com/venue/14651/gore-mountain/,Gore Mountain,518-251-4850,"Indoor and outdoor spaces, Valet parking",250,793 Peaceful Valley Road
https://www.wedding-spot.com/venue/1940/maple-grove-barn/,Maple Grove Barn,518-929-7801,"Indoor and outdoor spaces, BYO, Valet parking",100,Private Estate
https://www.wedding-spot.com/venue/254/memorial-art-gallery/,Memorial Art Gallery,585-276-8949,"Rentals included, Valet parking",225,500 University Avenue
https://www.wedding-spot.com/venue/11589/sterling-renaissance-festival/,Sterling Renaissance Festival,315-947-5782,Upgraded rentals included,43,15385 Farden Road
https://www.wedding-spot.com/venue/1647/yachts-for-all-seasons-skyline-princess/,Yachts For All Seasons: Skyline Princess,212-534-6380,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1 World's Fair Marina
https://www.wedding-spot.com/venue/13790/pelham-country-club/,Pelham Country Club,914-738-2730 ext. 229,"Rentals included, Valet parking",225,940 Wynnewood Road
https://www.wedding-spot.com/venue/5540/watkins-glen-harbor-hotel/,Watkins Glen Harbor Hotel,607-535-6116,"Indoor and outdoor spaces, Rentals included, Valet parking",250,16 North Franklin Street
https://www.wedding-spot.com/venue/14729/a-tiny-house-resort/,A Tiny House Resort,518-622-2626,"Indoor and outdoor spaces, BYO, Valet parking",400,2776 Route 23b
https://www.wedding-spot.com/venue/14629/illium-bistro-at-pinehaven-country-club/,Illium Bistro at Pinehaven Country Club,518-805-1122,"Indoor and outdoor spaces, Rentals included, Valet parking",200,1151 Siver Road
https://www.wedding-spot.com/venue/13562/ridgemont-country-club/,Ridgemont Country Club,585-225-7650 ext. 101,"Indoor and outdoor spaces, Rentals included, Valet parking",225,3717 West Ridge Road
https://www.wedding-spot.com/venue/12725/historic-dunkirk-lighthouse/,Historic Dunkirk Lighthouse,716-366-5050,"BYO, Valet parking",250,1 Lighthouse Point Drive
https://www.wedding-spot.com/venue/9864/north-sea-tavern/,North Sea Tavern,631-353-3322,"Indoor and outdoor spaces, Rentals included",175,1271 North Sea Road
https://www.wedding-spot.com/venue/11170/rochester-brainery/,Rochester Brainery,585-730-7034,BYO,60,176 Anderson Avenue F109
https://www.wedding-spot.com/venue/13580/angelos-677-prime/,Angelo's 677 Prime,518-427-7463,"Rentals included, Valet parking",150,677 Broadway
https://www.wedding-spot.com/venue/9290/woodmont-day-camp/,Woodmont Day Camp,845-638-0700,"Indoor and outdoor spaces, Valet parking",600,420 Phillips Hill Road
https://www.wedding-spot.com/venue/5040/the-lux-hotel-conference-center-ascend-hotel-collection/,"The Lux Hotel & Conference Center, Ascend Hotel Collection",315-539-5011,Indoor and outdoor spaces,250,2468 Ny State Rt. 414
https://www.wedding-spot.com/venue/17138/the-westin-new-york-grand-central-newly-renovated/,The Westin New York Grand Central (Newly Renovated),212-405-4208,"Indoor and outdoor spaces, BYO",500,212 E 42nd Street
https://www.wedding-spot.com/venue/5358/buffalo-and-erie-county-botanical-gardens/,Buffalo and Erie County Botanical Gardens,716-827-1584 ext. 220,"Indoor and outdoor spaces, BYO, Valet parking",250,2655 South Park Avenue
https://www.wedding-spot.com/venue/13143/the-adirondack-room-at-mos/,The Adirondack Room at Mo's,518-483-3740,"Rentals included, Valet parking",225,3357 State Route 11
https://www.wedding-spot.com/venue/5074/best-western-university-inn/,Best Western University Inn,315-714-2641,Valet parking,200,90 East Main Street
https://www.wedding-spot.com/venue/9250/utica-zoo/,Utica Zoo,315-738-0472 ext. 22,"BYO, Valet parking",250,1 Utica Zoo Way
https://www.wedding-spot.com/venue/5224/ramada-watertown/,Ramada Watertown,315-788-0700,"Indoor and outdoor spaces, Rentals included, Valet parking",500,6300 Arsenal Street
https://www.wedding-spot.com/venue/9860/valentinos-banquet-hall/,Valentino's Banquet Hall,315-737-9506,Rentals included,350,3899 Oneida Street
https://www.wedding-spot.com/venue/5361/hilton-garden-inn-buffalo-airport/,Hilton Garden Inn Buffalo-Airport,716-565-0040,"Indoor and outdoor spaces, Rentals included, Valet parking",200,4201 Genesee Street
https://www.wedding-spot.com/venue/9859/the-west-nyack-levity-live/,The West Nyack Levity Live,845-337-2200,,400,"4210 Palisades Center Drive, Suite A - 401"
https://www.wedding-spot.com/venue/15228/mohawk-golf-club/,Mohawk Golf Club,,Indoor and outdoor spaces,150,1849 Union Street
https://www.wedding-spot.com/venue/9351/vernon-downs-casino-hotel/,Vernon Downs Casino & Hotel,,"Indoor and outdoor spaces, Rentals included, Valet parking",400,4229 Stuhlman Road
https://www.wedding-spot.com/venue/10223/campagna-restaurant/,Campagna Restaurant,518-289-5693,"Upgraded rentals included, Valet parking",90,2452 State Route 9
https://www.wedding-spot.com/venue/9381/camp-eagle-hill/,Camp Eagle Hill,914-725-4876,"Indoor and outdoor spaces, Valet parking",500,230 White Oak Road
https://www.wedding-spot.com/venue/9151/1000-islands-harbor-hotel/,1000 Islands Harbor Hotel,315-686-1100,"Indoor and outdoor spaces, Rentals included",250,200 Riverside Drive
https://www.wedding-spot.com/venue/14636/log-country-inn/,Log Country Inn,607-589-4771,"BYO, Valet parking",40,4 Larue Road
https://www.wedding-spot.com/venue/1620/the-bronx-museum-of-the-arts/,The Bronx Museum of the Arts,718-681-6000,"BYO, Valet parking",200,1040 Grand Concourse
https://www.wedding-spot.com/venue/13629/quality-hotel-suites-at-the-falls/,Quality Hotel & Suites (at The Falls),716-299-0251,Valet parking,200,240 1st Street
https://www.wedding-spot.com/venue/11788/antique-boat-museum/,Antique Boat Museum,315-686-4104 ext. 234,"BYO, Valet parking",225,750 Mary Street
https://www.wedding-spot.com/venue/5056/excelsior-springs/,Excelsior Springs,,"Indoor and outdoor spaces, Rentals included, Valet parking",220,47 Excelsior Avenue
https://www.wedding-spot.com/venue/10096/tumblin-falls-house/,Tumblin' Falls House,518-622-3981,BYO,80,44 Falls View Lane
https://www.wedding-spot.com/venue/5505/universal-preservation-hall/,Universal Preservation Hall,518-584-2627,,230,25 Washington Street
https://www.wedding-spot.com/venue/1937/riverview-manor/,Riverview Manor,518-929-7801,"BYO, Valet parking",150,Private Estate
https://www.wedding-spot.com/venue/4653/emerson-park-pavilion/,Emerson Park Pavilion,607-882-9609,"Indoor and outdoor spaces, Rentals included, Valet parking",400,6914 East Lake Road
https://www.wedding-spot.com/venue/1637/novellas-new-paltz/,Novellas New Paltz,845-255-2122,"Indoor and outdoor spaces, Rentals included, Valet parking",250,2 Terwilliger Lane
https://www.wedding-spot.com/venue/13726/limoncello-at-the-orange-inn/,Limoncello At The Orange Inn,845-294-1880,"Rentals included, Valet parking",110,159 Main Street
https://www.wedding-spot.com/venue/14639/yale-manor-at-copper-beeches/,Yale Manor at Copper Beeches,315-585-0053,"BYO, Valet parking",100,563 Yale Farm Road
https://www.wedding-spot.com/venue/13751/hotel-saranac/,Hotel Saranac,607-321-3258,"Indoor and outdoor spaces, Rentals included, Valet parking",182,100 Main Street
https://www.wedding-spot.com/venue/11893/adria-hotel-and-conference-center/,Adria Hotel And Conference Center,516-773-2000,"Rentals included, Valet parking",240,221-17 Northern Boulevard
https://www.wedding-spot.com/venue/13554/the-craftsmann-inn-conference-center/,The Craftsmann Inn & Conference Center,,"Rentals included, Valet parking",200,7300 E Genesee Street
https://www.wedding-spot.com/venue/12580/east-avenue-inn-suites/,East Avenue Inn & Suites,585-325-5010,"BYO, Valet parking",50,384 East Avenue
https://www.wedding-spot.com/venue/13798/buffalo-museum-of-science/,Buffalo Museum of Science,716-896-5200 ext. 359,Valet parking,300,1020 Humboldt Parkway
https://www.wedding-spot.com/venue/11656/howe-caverns/,Howe Caverns,518-296-8900 ext. 350,Indoor and outdoor spaces,250,255 Discovery Drive
https://www.wedding-spot.com/venue/14704/brookwood-camps/,Brookwood Camps,516-764-2112,"Indoor and outdoor spaces, Rentals included, Valet parking",250,574 Proctor Road
https://www.wedding-spot.com/venue/9768/chautauqua-suites-meeting-expo-center/,"Chautauqua Suites, Meeting & Expo Center",716-269-7829 ext. 402,"Indoor and outdoor spaces, Rentals included",600,215 West Lake Road
